hpo_id,alias_en,synonym_type
HP:0000303,Relative mandibular prognathism,unspecified
HP:0000307,Pointed mention region,unspecified
HP:0000307,Pointy chin,layperson
HP:0000307,Small pointed chin,layperson
HP:0000307,Witch's chin,layperson
HP:0000308,Retromicrognathia,unspecified
HP:0000308,Small retruded chin,layperson
HP:0000311,Circular face,layperson
HP:0000311,Round facial appearance,layperson
HP:0000311,Round facial shape,layperson
HP:0000311,Round facies,unspecified
HP:0000315,Abnormality of the eye region,layperson
HP:0000316,Excessive orbital separation,unspecified
HP:0000316,Increased distance between eye sockets,unspecified
HP:0000316,Increased distance between eyes,unspecified
HP:0000316,Increased interpupillary distance,unspecified
HP:0000316,Ocular hypertelorism,unspecified
HP:0000316,Wide-set eyes,layperson
HP:0000316,Widely spaced eyes,layperson
HP:0000316,Widened interpupillary distance,unspecified
HP:0000317,Involuntary facial contraction,unspecified
HP:0000317,Involuntary facial quivering,layperson
HP:0000319,Decreased depth of philtrum,unspecified
HP:0000319,Flat philtrum,unspecified
HP:0000319,Indistinct philtrum,unspecified
HP:0000319,"Philtrum, smooth",unspecified
HP:0000319,Shallow philtrum,unspecified
HP:0000319,Simple philtrum,unspecified
HP:0000320,Bird-like facial appearance,layperson
HP:0000321,Square facial shape,layperson
HP:0000321,Square facies,unspecified
HP:0000322,Decreased height of philtrum,unspecified
HP:0000322,Decreased length of philtrum,unspecified
HP:0000322,Decreased vertical dimension of philtrum,unspecified
HP:0000322,Vertical hypoplasia of philtrum,unspecified
HP:0000324,Asymmetric facies,unspecified
HP:0000324,Asymmetry of face,layperson
HP:0000324,Asymmetry of right and left side of face,unspecified
HP:0000324,Crooked face,layperson
HP:0000324,Unsymmetrical face,layperson
HP:0000325,Face with broad temples and narrow chin,layperson
HP:0000325,Inverted triangular face,unspecified
HP:0000325,Triangular facial shape,layperson
HP:0000325,Triangular facies,unspecified
HP:0000326,Abnormality of the maxilla,unspecified
HP:0000326,Abnormality of the upper jaw bone,layperson
HP:0000326,Abnormality of the upper jaw bones,layperson
HP:0000327,Decreased size of maxilla,layperson
HP:0000327,Decreased size of upper jaw,layperson
HP:0000327,Hypoplasia of upper jaw bones,unspecified
HP:0000327,Hypoplastic maxillary bones,unspecified
HP:0000327,Maxillary deficiency,layperson
HP:0000327,Maxillary hypoplasia,unspecified
HP:0000327,Maxillary micrognathia,unspecified
HP:0000327,Maxillary retrognathia,unspecified
HP:0000327,Maxillary retrusion,layperson
HP:0000327,Micromaxilla,unspecified
HP:0000327,Small maxilla,layperson
HP:0000327,Small upper jaw,layperson
HP:0000327,Small upper jaw bones,layperson
HP:0000327,Upper jaw deficiency,layperson
HP:0000327,Upper jaw retrusion,layperson
HP:0000329,Facial hemangiomata,unspecified
HP:0000331,Decreased height of chin,layperson
HP:0000331,Short lower third of face,layperson
HP:0000331,Vertical deficiency of chin,unspecified
HP:0000331,Vertical hypoplasia of chin,unspecified
HP:0000336,Prominent brow,layperson
HP:0000336,Prominent supraorbital margins,unspecified
HP:0000336,Prominent supraorbital ridge,unspecified
HP:0000336,Protruding supraorbital ridge,unspecified
HP:0000336,Supraorbital hyperostosis,unspecified
HP:0000337,Bitemporal widening,unspecified
HP:0000337,Increased bitemporal dimension,unspecified
HP:0000337,Increased bitemporal width,unspecified
HP:0000337,Increased width of the forehead,layperson
HP:0000337,Intertemporal widening,unspecified
HP:0000337,Wide forehead,layperson
HP:0000338,Dull facial expression,layperson
HP:0000338,Hypomimia,unspecified
HP:0000339,Boxer-like facial appearance,layperson
HP:0000339,Pugilistic facial appearance,unspecified
HP:0000340,Inclined forehead,layperson
HP:0000340,Posteriorly sloping forehead,unspecified
HP:0000340,Receding forehead,layperson
HP:0000341,Bitemporal narrowing,unspecified
HP:0000341,Bitemporal narrowness,unspecified
HP:0000341,Bitemporal skull narrowing,unspecified
HP:0000341,Decreased width of the forehead,layperson
HP:0000341,Intertemporal narrowing,unspecified
HP:0000341,Narrow bitemporal diameter,unspecified
HP:0000341,Narrow bitemporal width,unspecified
HP:0000341,Temporal narrowness,unspecified
HP:0000343,Elongated philtrum,unspecified
HP:0000343,Increased height of philtrum,unspecified
HP:0000343,Increased length of philtrum,unspecified
HP:0000343,Increased vertical dimension of philtrum,unspecified
HP:0000343,Vertical hyperplasia of philtrum,unspecified
HP:0000346,Whistling facial appearance,layperson
HP:0000347,Decreased size of lower jaw,unspecified
HP:0000347,Decreased size of mandible,unspecified
HP:0000347,Hypoplasia of lower jaw,unspecified
HP:0000347,Hypoplasia of mandible,unspecified
HP:0000347,Hypoplastic mandible,unspecified
HP:0000347,Hypoplastic mandible condyle,unspecified
HP:0000347,Hypotrophic lower jaw,unspecified
HP:0000347,Hypotrophic mandible,unspecified
HP:0000347,Little lower jaw,layperson
HP:0000347,Little mandible,unspecified
HP:0000347,Lower jaw deficiency,unspecified
HP:0000347,Lower jaw hypoplasia,unspecified
HP:0000347,Mandibular deficiency,unspecified
HP:0000347,Mandibular hypoplasia,unspecified
HP:0000347,Mandibular micrognathia,unspecified
HP:0000347,Micrognathia of lower jaw,unspecified
HP:0000347,Micromandible,unspecified
HP:0000347,Robin mandible,unspecified
HP:0000347,Severe hypoplasia of mandible,unspecified
HP:0000347,Small jaw,layperson
HP:0000347,Small lower jaw,layperson
HP:0000347,Small mandible,unspecified
HP:0000347,Underdevelopment of lower jaw,unspecified
HP:0000347,Underdevelopment of mandible,unspecified
HP:0000349,Hairline peak,layperson
HP:0000349,Hairline point,layperson
HP:0000349,Pointed frontal hairline,unspecified
HP:0000349,Pointed hairline at front of head,layperson
HP:0000349,V-shaped frontal hairline,layperson
HP:0000350,Decreased size of forehead,layperson
HP:0000350,Decreased size of frontal region of face,unspecified
HP:0000356,Abnormal pinnae,unspecified
HP:0000356,Abnormality of the auricle,unspecified
HP:0000356,Abnormality of the external ear,layperson
HP:0000356,External ear malformation,unspecified
HP:0000356,External ear malformations,layperson
HP:0000356,Malformed pinnae,unspecified
HP:0000356,Outer ear abnormality,layperson
HP:0000357,External ear position defect,unspecified
HP:0000358,"Ear, posterior angulation, increased",unspecified
HP:0000358,Ears rotated toward back of head,layperson
HP:0000358,Posteriorly angulated ears,unspecified
HP:0000358,Posteriorly rotated,unspecified
HP:0000358,Posteriorly rotated auricles,unspecified
HP:0000358,Posteriorly-angulated ears,unspecified
HP:0000358,Posteriorly-rotated ears,unspecified
HP:0000359,Inner ear abnormality,layperson
HP:0000360,Ringing in ears,layperson
HP:0000360,Ringing in the ears,layperson
HP:0000363,Abnormal earlobe,layperson
HP:0000363,Abnormal lobe of ear,unspecified
HP:0000363,Abnormality of auricular lobule,unspecified
HP:0000363,Abnormality of ear lobe,layperson
HP:0000363,Abnormality of earlobe,layperson
HP:0000363,Abnormality of lobulus auriculae,unspecified
HP:0000364,Abnormal hearing,layperson
HP:0000366,Anomaly of the nose,unspecified
HP:0000366,Nasal abnormality,layperson
HP:0000366,Nasal anomaly,unspecified
HP:0000369,Low set ears,layperson
HP:0000369,Low-set pinnae,unspecified
HP:0000369,Lowset ears,layperson
HP:0000369,Melotia,unspecified
HP:0000370,Middle ear abnormalities,unspecified
HP:0000370,Middle ear abnormality,unspecified
HP:0000371,Acute middle ear infection,layperson
HP:0000372,Abnormality of the auditory canal,unspecified
HP:0000372,Auditory canal abnormality,unspecified
HP:0000375,Abnormality of cochlea,unspecified
HP:0000377,Abnormal form of ears,unspecified
HP:0000377,Abnormally shaped ears,layperson
HP:0000377,Auricular malformation,layperson
HP:0000377,Deformed auricles,unspecified
HP:0000377,Deformed ears,layperson
HP:0000377,Dysplastic ears,unspecified
HP:0000377,Malformation of auricle,unspecified
HP:0000377,Malformed auricles,unspecified
HP:0000377,Malformed ears,layperson
HP:0000377,Malformed external ears,unspecified
HP:0000377,Minor malformation of the auricles,unspecified
HP:0000377,Poorly defined conchae,unspecified
HP:0000378,Cup-shaped ears,layperson
HP:0000378,"Simple, cup-shaped ears",layperson
HP:0000381,Stapes fixation,unspecified
HP:0000383,Abnormality of periauricular region,unspecified
HP:0000384,Ear tag,unspecified
HP:0000384,Periauricular skin tag,unspecified
HP:0000384,Preauricular acrochordon,unspecified
HP:0000384,Preauricular fibroepithelial polyp,unspecified
HP:0000384,Preauricular skin tags,unspecified
HP:0000384,Preauricular tag,unspecified
HP:0000384,Preauricular tags,unspecified
HP:0000385,Hypoplastic earlobes,unspecified
HP:0000385,Hypoplastic lobules,unspecified
HP:0000385,Small earlobes,layperson
HP:0000387,Absent ear lobes,unspecified
HP:0000387,"Earlobe, absent",layperson
HP:0000387,Lobeless ears,layperson
HP:0000387,Lobule aplasia,unspecified
HP:0000388,Middle ear infection,layperson
HP:0000389,Chronic infections of the middle ear,layperson
HP:0000389,"Otitis media, chronic",unspecified
HP:0000391,Thick helix,unspecified
HP:0000396,Over-folded helices,unspecified
HP:0000396,Overfolded ears,layperson
HP:0000396,Overfolded helices,unspecified
HP:0000399,"Deafness, sensorineural, prelingual",unspecified
HP:0000399,Prelingual sensorineural deafness,unspecified
HP:0000400,Large ears,layperson
HP:0000400,Large pinnae,unspecified
HP:0000402,External auditory canal stenosis,unspecified
HP:0000402,Narrow auditory canals,unspecified
HP:0000402,Narrow external auditory canals,unspecified
HP:0000402,Narrow external auditory meatus,unspecified
HP:0000402,Narrowing of passageway from outer ear to middle ear,layperson
HP:0000402,Stenotic external auditory canal,unspecified
HP:0000403,Frequent otitis media,unspecified
HP:0000403,Multiple episodes of otitis media,unspecified
HP:0000403,"Otitis media, recurrent",unspecified
HP:0000403,Recurrent episodes of otitis media,unspecified
HP:0000403,Recurrent middle ear infection,layperson
HP:0000403,Susceptibility to otitis media,unspecified
HP:0000405,Conduction deafness,unspecified
HP:0000405,Conductive deafness,layperson
HP:0000405,Conductive hearing loss,layperson
HP:0000405,"Hearing loss, conductive",unspecified
HP:0000407,"Hearing loss, sensorineural",unspecified
HP:0000407,Sensorineural deafness,unspecified
HP:0000407,Sensorineural hearing loss,unspecified
HP:0000408,Bilateral progressive sensorineural hearing loss,unspecified
HP:0000408,"Hearing loss, progressive sensorineural",unspecified
HP:0000408,"Hearing loss, sensorineural, bilateral, progressive",unspecified
HP:0000408,"Hearing loss, sensorineural, progressive",unspecified
HP:0000408,Progressive bilateral sensorineural hearing loss,unspecified
HP:0000408,"Sensorineural hearing loss, progressive",unspecified
HP:0000410,"Hearing loss, mixed",layperson
HP:0000410,Mixed hearing loss,layperson
HP:0000411,Prominent ear,layperson
HP:0000411,Prominent ears,layperson
HP:0000413,Absent auditory canals,unspecified
HP:0000413,Absent ear canal,layperson
HP:0000413,Absent external auditory canals,unspecified
HP:0000413,Atretic auditory canal,unspecified
HP:0000413,Atretic auditory canals,unspecified
HP:0000413,Atretic external auditory canal,unspecified
HP:0000413,Atretic external auditory canals,unspecified
HP:0000413,Auditory canal atresia,unspecified
HP:0000413,External acoustic meatus atresia,unspecified
HP:0000413,External auditory canal atresia,unspecified
HP:0000413,External auditory meatal atresia,unspecified
HP:0000413,External auditory meatus atresia,unspecified
HP:0000415,Abnormality of the choanae,unspecified
HP:0000418,Decreased width of dorsum of nose,unspecified
HP:0000418,Decreased width of nasal dorsum,unspecified
HP:0000418,Decreased width of nasal ridge,layperson
HP:0000418,Narrow dorsum of nose,unspecified
HP:0000418,Narrow nasal dorsum,unspecified
HP:0000418,Pinched nose,layperson
HP:0000418,Thin dorsum of nose,unspecified
HP:0000418,Thin nasal dorsum,unspecified
HP:0000418,Thin nasal ridge,layperson
HP:0000419,Abnormality of septum of nose,layperson
HP:0000419,Abnormality of the nasal septum,layperson
HP:0000419,Anomaly of nasal septum,unspecified
HP:0000419,Anomaly of septum of nose,unspecified
HP:0000420,Decreased length of nasal septum,layperson
HP:0000420,Decreased length of septum of nose,layperson
HP:0000420,Short septum of nose,layperson
HP:0000421,Bloody nose,layperson
HP:0000421,Frequent nosebleeds,layperson
HP:0000421,Nasal haemorrhage,uk_spelling
HP:0000421,Nasal hemorrhage,unspecified
HP:0000421,Nose bleed,layperson
HP:0000421,Nose bleeding,layperson
HP:0000421,Nosebleed,layperson
HP:0000422,Abnormality of the bridge of the nose,layperson
HP:0000422,Abnormality of the nasal bridge,layperson
HP:0000422,Abnormality of the nasal root,unspecified
HP:0000426,Elevated nasal bridge,layperson
HP:0000426,High nasal bridge,layperson
HP:0000426,Prominent bridge of nose,layperson
HP:0000426,Prominent nasal root,layperson
HP:0000426,Protruding bridge of nose,layperson
HP:0000426,Protruding nasal bridge,layperson
HP:0000429,Abnormality of the nasal ala,unspecified
HP:0000429,Abnormality of the nasal alae,unspecified
HP:0000430,"Ala nasi, underdeveloped",unspecified
HP:0000430,Alar cartilage hypoplasia,unspecified
HP:0000430,Decreased size of nasal alae,unspecified
HP:0000430,Hypoplastic alae nasae,unspecified
HP:0000430,Hypoplastic alae nasi,unspecified
HP:0000430,Hypoplastic alar cartilage,unspecified
HP:0000430,Hypoplastic alar nasae,unspecified
HP:0000430,Hypoplastic nares,unspecified
HP:0000430,Hypoplastic nasal alae,unspecified
HP:0000430,Hypoplastic nasal wings,unspecified
HP:0000430,Hypoplastic nostrils,unspecified
HP:0000430,Nasal cartilage hypoplasia,unspecified
HP:0000430,Small nasal alae,unspecified
HP:0000430,Thin hypoplastic alae nasi,unspecified
HP:0000430,Underdeveloped tissue around nostril,layperson
HP:0000431,Broad nasal bridge,layperson
HP:0000431,Broad nasal root,layperson
HP:0000431,Broadened nasal bridge,layperson
HP:0000431,Increased breadth of bridge of nose,layperson
HP:0000431,Increased breadth of nasal bridge,layperson
HP:0000431,Increased width of bridge of nose,layperson
HP:0000431,Increased width of nasal bridge,layperson
HP:0000431,Nasal bridge broad,layperson
HP:0000431,"Nasal bridge, wide",unspecified
HP:0000431,Wide bridge of nose,layperson
HP:0000431,Widened nasal bridge,layperson
HP:0000433,Abnormality of mucosa of nose,layperson
HP:0000433,Abnormality of mucous membrane of nose,layperson
HP:0000433,Abnormality of nasal mucous membrane,layperson
HP:0000433,Abnormality of the nasal mucosa,layperson
HP:0000434,Angioectasia of mucosa of nose,unspecified
HP:0000434,Angioectasia of mucous membrane of nose,unspecified
HP:0000434,Angioectasia of nasal mucous membrane,unspecified
HP:0000434,Nasal mucous membrane telangiectasia,unspecified
HP:0000434,Spider veins of mucosa of nose,layperson
HP:0000434,Spider veins of mucous membrane of nose,layperson
HP:0000434,Spider veins of nasal mucous membrane,layperson
HP:0000434,Telangiectasia of mucosa of nose,unspecified
HP:0000434,Telangiectasia of mucous membrane of nose,unspecified
HP:0000434,Telangiectasia of nasal mucous membrane,unspecified
HP:0000436,Abnormality of the nasal tip,layperson
HP:0000436,Abnormality of tip of nose,layperson
HP:0000437,Caved in nasal tip,layperson
HP:0000437,Depressed tip of nose,layperson
HP:0000437,Flat nasal tip,layperson
HP:0000437,Flat tip of nose,layperson
HP:0000437,Flattened nasal tip,layperson
HP:0000437,"Nasal tip, depressed",layperson
HP:0000437,"Nasal tip, recessed",unspecified
HP:0000437,"Nasal tip, retruded",unspecified
HP:0000437,Retruded tip of nose,unspecified
HP:0000444,Beaked nose,layperson
HP:0000444,Beaklike protrusion,layperson
HP:0000444,Convex dorsum of nose,unspecified
HP:0000444,Convex nasal dorsum,unspecified
