disease_id,disease_name,tier,has_mendelian_gene,genes,pathogenic_variants,pathogenic_snv,snv_at_panel_position,allele_match,strand_flip_match,best_review_stars_matched,matched_variation_ids
OMIM:132000,Epidermolysis bullosa with congenital localized absence of skin anddeformity of nails,snv_fora_do_painel,True,COL7A1,3,3,0,0,0,,
OMIM:132400,"Epiphyseal dysplasia, multiple, 1",snv_fora_do_painel,True,COMP,37,30,0,0,0,,
OMIM:132450,"Epiphyseal dysplasia, multiple, with myopia and conductive deafness",snv_fora_do_painel,True,COL2A1,4,4,0,0,0,,
OMIM:132600,"Pilomatrixoma, somatic",snv_fora_do_painel,True,CTNNB1,6,6,0,0,0,,
OMIM:132700,"Cylindromatosis, familial",snv_fora_do_painel,True,CYLD,25,13,0,0,0,,
OMIM:132800,"Multiple self-healing squamous epithelioma, susceptibility to",snv_fora_do_painel,False,TGFBR1,7,5,0,0,0,,
OMIM:132900,"Aortic aneurysm, familial thoracic 4",snv_fora_do_painel,True,MYH11,53,35,0,0,0,,
OMIM:133020,"Erythermalgia, primary",snv_fora_do_painel,True,SCN9A,11,8,0,0,0,,
OMIM:133100,"Erythrocytosis, familial, 1",snv_fora_do_painel,True,EPOR;JAK2;SH2B3,5,5,0,0,0,,
OMIM:133180,"Erythroleukemia, familial, susceptibility to",snv_fora_do_painel,False,ERBB3,3,2,0,0,0,,
OMIM:133190,Spinocerebellar ataxia 34,snv_fora_do_painel,True,ELOVL4,4,4,0,0,0,,
OMIM:133200,Erythrokeratodermia variabilis et progressiva 1,snv_fora_do_painel,True,GJB3,6,6,0,0,0,,
OMIM:133239,"Esophageal cancer, somatic",snv_fora_do_painel,True,DCC;LZTS1;RNF6;TGFBR2;WWOX,12,10,0,0,0,,
OMIM:133540,"Cockayne syndrome, type B",snv_fora_do_painel,True,ERCC6,83,50,0,0,0,,
OMIM:133700,"Exostoses, multiple, type I",snv_fora_do_painel,True,EXT1,85,44,0,0,0,,
OMIM:133701,"Exostoses, multiple, type II",snv_fora_do_painel,True,EXT2,188,94,0,0,0,,
OMIM:133780,Exudative vitreoretinopathy 1,snv_fora_do_painel,True,FZD4;LRP5,20,12,0,0,0,,
OMIM:134600,Fanconi renotubular syndrome 1,snv_fora_do_painel,True,GATM,6,5,0,0,0,,
OMIM:134610,"Familial Mediterranean fever, AD",snv_fora_do_painel,True,MEFV,8,8,0,0,0,,
OMIM:135100,Fibrodysplasia ossificans progressiva,snv_fora_do_painel,True,ACVR1,10,10,0,0,0,,
OMIM:135150,Birt-Hogg-Dube syndrome,snv_fora_do_painel,True,FLCN,58,23,0,0,0,,
OMIM:135290,"Desmoid disease, hereditary",snv_fora_do_painel,True,APC,18,12,0,0,0,,
OMIM:135300,"Fibromatosis, gingival, 1",snv_fora_do_painel,True,SOS1,16,15,0,0,0,,
OMIM:135400,"Hypertrichosis terminalis, generalized, with or without gingival hyperplasia",snv_fora_do_painel,True,ABCA5,7,4,0,0,0,,
OMIM:135500,Zimmermann-Laband syndrome 1,snv_fora_do_painel,True,KCNH1,10,10,0,0,0,,
OMIM:135700,"Fibrosis of extraocular muscles, congenital, 1",snv_fora_do_painel,True,KIF21A,10,9,0,0,0,,
OMIM:135750,Laurin-Sandrow syndrome,sem_variante_patogenica,True,LMBR1,0,0,0,0,0,,
OMIM:135900,Coffin-Siris syndrome 1,snv_fora_do_painel,True,ARID1B,291,135,0,0,0,,
OMIM:136000,"Fingerprints, absence of",snv_fora_do_painel,True,SMARCAD1,4,4,0,0,0,,
OMIM:136120,Fish-Eye disease,snv_fora_do_painel,True,LCAT,17,12,0,0,0,,
OMIM:136140,Floating-Harbor syndrome,snv_fora_do_painel,True,SRCAP,30,15,0,0,0,,
OMIM:136520,"Foveal hypoplasia and presenile cataract syndromefoveal hypoplasia, isolated, included",snv_fora_do_painel,True,PAX6,6,6,0,0,0,,
OMIM:136570,"Chromosome 16p12.1 deletion syndrome, 520-kbfragile site 16p12, included",sem_variante_patogenica,True,FRA16E,0,0,0,0,0,,
OMIM:136630,"Intellectual developmental disorder, autosomal dominant, FRA12A type",snv_fora_do_painel,True,DIP2B,2,1,0,0,0,,
OMIM:136680,Frasier syndrome,snv_fora_do_painel,True,WT1,73,47,0,0,0,,
OMIM:136760,Frontonasal dysplasia 1,snv_fora_do_painel,True,ALX3,8,7,0,0,0,,
OMIM:136800,"Corneal dystrophy, fuchs endothelial, 1",snv_fora_do_painel,True,COL8A2,3,2,0,0,0,,
OMIM:136880,Fundus albipunctatus,snv_fora_do_painel,True,PRPH2;RDH5;RHO;RLBP1,57,37,0,0,0,,
OMIM:136900,Sorsby fundus dystrophy,snv_fora_do_painel,True,TIMP3,4,4,0,0,0,,
OMIM:137200,"Neuromyotonia and axonal neuropathy, autosomal recessive",snv_fora_do_painel,True,HINT1,22,15,0,0,0,,
OMIM:137215,"Gastric cancer, hereditary diffuse",snv_fora_do_painel,True,CDH1,439,185,0,0,0,,
OMIM:137245,"Gastric lymphoma, primary",sem_variante_patogenica,True,BCL10,0,0,0,0,0,,
OMIM:137440,Gerstmann-Straussler disease,snv_fora_do_painel,True,PRNP,13,13,0,0,0,,
OMIM:137550,"Melanocytic nevus syndrome, congenital",snv_fora_do_painel,True,HRAS;NRAS,4,4,0,0,0,,
OMIM:137580,Gilles de la tourette syndrome,snv_fora_do_painel,True,HDC;SLITRK1,5,4,0,0,0,,
OMIM:137600,"Iridogoniodysgenesis, type 2",snv_fora_do_painel,True,PITX2,30,17,0,0,0,,
OMIM:137750,"Glaucoma 1, open angle, A",snv_fora_do_painel,True,MYOC,16,16,0,0,0,,
OMIM:137760,"Glaucoma, primary open angle",snv_fora_do_painel,True,OPTN,43,21,0,0,0,,
OMIM:137800,Glioma susceptibility 1,snv_fora_do_painel,True,ERBB2;IDH1;TP53,3,3,0,0,0,,
OMIM:137920,Renal cysts and diabetes syndrome,snv_fora_do_painel,True,HNF1B,241,138,0,0,0,,
OMIM:137940,Hypotrichosis-Lymphedema-Telangiectasia-Renal defect syndrome,snv_fora_do_painel,True,SOX18,3,2,0,0,0,,
OMIM:138000,Glomuvenous malformations,snv_fora_do_painel,True,GLMN,34,13,0,0,0,,
OMIM:138500,Glycinuria with or without oxalate urolithiasis,snv_fora_do_painel,True,SLC36A2,5,5,0,0,0,,
OMIM:138800,"Goiter, multinodular 1",snv_fora_do_painel,True,DICER1,25,13,0,0,0,,
OMIM:138900,"Uric acid concentration, serum, QTL1",sem_variante_patogenica,True,ABCG2,0,0,0,0,0,,
OMIM:139090,Gray platelet syndrome,snv_fora_do_painel,True,NBEAL2,34,25,0,0,0,,
OMIM:139210,Myhre syndrome,snv_fora_do_painel,True,SMAD4,12,5,0,0,0,,
OMIM:139393,"Neuropathy, inflammatory demyelinating",sem_variante_patogenica,True,PMP22,0,0,0,0,0,,
OMIM:140000,Hand-foot-genital syndrome,snv_fora_do_painel,True,HOXA13,11,5,0,0,0,,
OMIM:140350,Hawkinsinuria,snv_fora_do_painel,True,HPD,32,16,0,0,0,,
OMIM:140600,Osteoarthritis of distal interphalangeal joints,sem_variante_patogenica,False,MATN3,0,0,0,0,0,,
OMIM:140700,Heinz body anemias,alelo_patogenico_ensaiado,True,HBA1;HBA2;HBB,59,43,3,2,0,2,15161;15333
OMIM:141200,"Hematuria, benign familial",snv_fora_do_painel,True,COL4A4,249,170,0,0,0,,
OMIM:141500,"Migraine, familial hemiplegic, 1",snv_fora_do_painel,True,CACNA1A,58,52,0,0,0,,
OMIM:141749,Fetal hemoglobin quantitative trait locus 1,alelo_patogenico_ensaiado,True,HBB;HBG1;HBG2,16,15,3,2,0,2,15161;15333
OMIM:142330,"Hepatic adenomas, familial",snv_fora_do_painel,True,HNF1A,3,2,0,0,0,,
OMIM:142623,"Hirschsprung disease, susceptibility to, 1",snv_fora_do_painel,False,RET,38,35,0,0,0,,
OMIM:142669,"Hip dysplasia, Beukes type",snv_fora_do_painel,True,UFSP2,2,2,0,0,0,,
OMIM:142680,"Periodic fever, familial, autosomal dominant",snv_fora_do_painel,True,TNFRSF1A,26,26,0,0,0,,
OMIM:142690,"Acne inversa, familial",snv_fora_do_painel,True,NCSTN,9,6,0,0,0,,
OMIM:142900,Holt-Oram syndrome,snv_fora_do_painel,True,TBX5,58,43,0,0,0,,
OMIM:142945,Holoprosencephaly 3,snv_fora_do_painel,True,SHH,68,47,0,0,0,,
OMIM:142946,Holoprosencephaly 4,snv_fora_do_painel,True,TGIF1,4,4,0,0,0,,
OMIM:143095,Spondyloepiphyseal dysplasia with congenital joint dislocations,snv_fora_do_painel,True,CHST3,56,36,0,0,0,,
OMIM:143100,Huntington disease,sem_snv,True,HTT,4,0,0,0,0,,
OMIM:143200,Wagner vitreoretinopathy,snv_fora_do_painel,True,VCAN,15,14,0,0,0,,
OMIM:143400,Congenital anomalies of kidney and urinary tract 2,snv_fora_do_painel,True,TBX18,4,2,0,0,0,,
OMIM:143465,Attention deficit-hyperactivity disorder,sem_snv,False,DRD4;DRD5,1,0,0,0,0,,
OMIM:143470,Hyperalphalipoproteinemia 1,snv_fora_do_painel,True,CETP,8,5,0,0,0,,
OMIM:143500,Gilbert syndrome,snv_fora_do_painel,True,UGT1A1,32,18,0,0,0,,
OMIM:143860,"Hyperchlorhidrosis, isolated",snv_fora_do_painel,True,CA12,6,3,0,0,0,,
OMIM:143870,"Hypercalciuria, absorptive, susceptibility to",snv_fora_do_painel,False,ADCY10,3,1,0,0,0,,
OMIM:143880,"Hypercalcemia, infantile, 1",snv_fora_do_painel,True,CYP24A1,48,32,0,0,0,,
OMIM:143890,"Hypercholesterolemia, familial, 1",posicao_alelo_diferente,True,APOA2;EPHX2;GHR;LDLR;PPP1R17,1594,956,2,0,0,,
OMIM:144010,"Hypercholesterolemia, familial, 2",snv_fora_do_painel,True,APOB,173,84,0,0,0,,
OMIM:144200,"Palmoplantar keratoderma, epidermolytic",snv_fora_do_painel,True,KRT9,14,14,0,0,0,,
OMIM:144250,"Hyperlipidemia, familial combined, 3",snv_fora_do_painel,True,LPL,36,29,0,0,0,,
OMIM:144650,"Hyperlipoproteinemia, type V",snv_fora_do_painel,True,APOA5,6,2,0,0,0,,
OMIM:144700,"Renal cell carcinoma, nonpapillary",snv_fora_do_painel,True,FLCN;HNF1A;HNF1B;OGG1;PBRM1;RNF139;VHL,60,31,0,0,0,,
OMIM:144750,"Hyperostosis, endosteal",snv_fora_do_painel,True,LRP5,3,3,0,0,0,,
OMIM:144755,Hyperostosis cranialis interna,snv_fora_do_painel,True,SLC39A14,2,2,0,0,0,,
OMIM:145000,Hyperparathyroidism 1,snv_fora_do_painel,True,CDC73;MEN1,16,10,0,0,0,,
OMIM:145001,Hyperparathyroidism 2,snv_fora_do_painel,True,CDC73,18,11,0,0,0,,
OMIM:145250,"Hyperpigmentation, familial progressive",snv_fora_do_painel,True,KITLG,5,5,0,0,0,,
OMIM:145350,Hypotaurinemic retinal degeneration and cardiomyopathy,snv_fora_do_painel,True,SLC6A6,2,2,0,0,0,,
OMIM:145420,Teebi hypertelorism syndrome 1,snv_fora_do_painel,True,SPECC1L,7,7,0,0,0,,
OMIM:145500,"Hypertension, essential",snv_fora_do_painel,True,ADD1;AGTR1;ATP1B1;CYP3A5;ECE1;GNB3;PTGIS;RGS5,8,4,0,0,0,,
OMIM:145600,"Malignant hyperthermia, susceptibility to, 1",snv_fora_do_painel,False,RYR1,154,136,0,0,0,,
OMIM:145650,"Thyroid hormone resistance, selective pituitary",snv_fora_do_painel,True,THRB,7,6,0,0,0,,
OMIM:145680,Dystransthyretinemic euthyroidal hyperthyroxinemia,snv_fora_do_painel,True,TTR,7,7,0,0,0,,
OMIM:145750,"Hypertriglyceridemia, familial",snv_fora_do_painel,False,APOA5,4,3,0,0,0,,
OMIM:145900,Hypertrophic neuropathy of dejerine-sottas,snv_fora_do_painel,True,EGR2;MPZ;PMP22;PRX,37,28,0,0,0,,
OMIM:145980,"Hypocalciuric hypercalcemia, familial, type I",snv_fora_do_painel,True,CASR,79,66,0,0,0,,
OMIM:145981,"Hypocalciuric hypercalcemia, familial, type II",snv_fora_do_painel,True,GNA11,9,5,0,0,0,,
OMIM:146000,Hypochondroplasia,snv_fora_do_painel,True,FGFR3,28,27,0,0,0,,
OMIM:146110,Hypogonadotropic hypogonadism 7 without anosmia,snv_fora_do_painel,True,ANOS1;AXL;CCDC141;CHD7;DUSP6;FEZF1;FGF17;FGF8;FGFR1;FLRT3;GNRH1;GNRHR;HS6ST1;KISS1;KISS1R;NSMF;PROK2;PROKR2;SEMA3A;SEMA3E;SOX10;SPRY4;SRA1;TAC3;TACR3;WDR11,44,39,0,0,0,,
OMIM:146200,"Hypoparathyroidism, familial isolated",snv_fora_do_painel,True,PTH,5,4,0,0,0,,
OMIM:146255,"Hypoparathyroidism, sensorineural deafness, and renal dysplasia",snv_fora_do_painel,True,GATA3,59,22,0,0,0,,
OMIM:146300,"Hypophosphatasia, adult",snv_fora_do_painel,True,ALPL,184,151,0,0,0,,
OMIM:146500,"Multiple system atrophy 1, susceptibility to",snv_fora_do_painel,False,COQ2,12,7,0,0,0,,
OMIM:146510,Pallister-Hall syndrome,snv_fora_do_painel,True,GLI3,90,35,0,0,0,,
OMIM:146520,Hypotrichosis 2,snv_fora_do_painel,True,CDSN,2,2,0,0,0,,
OMIM:146550,Marie unna hereditary hypotrichosis 1,snv_fora_do_painel,True,HRURF,5,5,0,0,0,,
OMIM:146590,"Ichthyosis hystrix, Curth-Macklin type",sem_snv,True,KRT1,4,0,0,0,0,,
OMIM:146600,Ichthyosis hystrix gravior,snv_fora_do_painel,True,KRT10,1,1,0,0,0,,
OMIM:146700,Ichthyosis vulgaris,snv_fora_do_painel,True,FLG,100,61,0,0,0,,
OMIM:146750,"Ichthyosis, lamellar, autosomal dominant",snv_fora_do_painel,True,ASPRV1,3,3,0,0,0,,
OMIM:146800,"Ichthyosis, Bullous type",snv_fora_do_painel,True,KRT2,9,9,0,0,0,,
OMIM:147060,Hyper-IgE recurrent infection syndrome,snv_fora_do_painel,True,STAT3,69,66,0,0,0,,
OMIM:147250,Solitary median maxillary central incisor,snv_fora_do_painel,True,SHH,20,16,0,0,0,,
OMIM:147430,Marsili syndrome,snv_fora_do_painel,True,ZFHX2,1,1,0,0,0,,
OMIM:147480,"Cholestasis, intrahepatic, of pregnancy, 1",snv_fora_do_painel,True,ATP8B1,16,11,0,0,0,,
OMIM:147630,Insulinomatosis and diabetes mellitus,snv_fora_do_painel,True,MAFA,2,2,0,0,0,,
OMIM:147750,IVIC syndrome,sem_snv,True,SALL4,3,0,0,0,0,,
OMIM:147891,Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension,snv_fora_do_painel,True,TBX4,22,15,0,0,0,,
OMIM:147920,Kabuki Syndrome 1,snv_fora_do_painel,True,KDM6A;KMT2D,517,243,0,0,0,,
OMIM:147950,Hypogonadotropic hypogonadism 2 with or without anosmia,snv_fora_do_painel,True,FGFR1,141,91,0,0,0,,
OMIM:148000,"Kaposi sarcoma, susceptibility to",sem_variante_patogenica,False,BPTF;IL6,0,0,0,0,0,,
OMIM:148050,KBG syndrome,snv_fora_do_painel,True,ANKRD11,457,181,0,0,0,,
OMIM:148190,"Keratitis, hereditary",snv_fora_do_painel,True,PAX6,1,1,0,0,0,,
OMIM:148200,Keratoendotheliitis fugax hereditaria,snv_fora_do_painel,True,NLRP3,6,6,0,0,0,,
OMIM:148210,"Keratitis-Ichthyosis-Deafness syndrome, autosomal dominant",snv_fora_do_painel,True,GJB2,9,9,0,0,0,,
OMIM:148300,Keratoconus 1,snv_fora_do_painel,True,VSX1,7,7,0,0,0,,
OMIM:148350,"Keratoderma, palmoplantar, with deafness",snv_fora_do_painel,True,GJB2,19,15,0,0,0,,
OMIM:148370,Keratolytic winter erythema,sem_variante_patogenica,True,CTSB,0,0,0,0,0,,
OMIM:148500,Tylosis with esophageal cancer,snv_fora_do_painel,True,RHBDF2,1,1,0,0,0,,
OMIM:148600,"Palmoplantar keratoderma, punctate type IA",snv_fora_do_painel,True,AAGAB,9,4,0,0,0,,
OMIM:148700,Keratosis palmoplantaris striata I,snv_fora_do_painel,True,DSG1,15,10,0,0,0,,
OMIM:148820,"Waardenburg syndrome, type 3",snv_fora_do_painel,True,PAX3,12,11,0,0,0,,
OMIM:149200,Bart-Pumphrey syndrome,snv_fora_do_painel,True,GJB2,14,10,0,0,0,,
OMIM:149400,Hyperekplexia 1,snv_fora_do_painel,True,GLRA1;GPHN,32,27,0,0,0,,
OMIM:149700,Lacrimal duct defect,snv_fora_do_painel,True,IGSF3,2,1,0,0,0,,
OMIM:149730,Lacrimoauriculodentodigital syndrome-1,snv_fora_do_painel,True,FGFR2,3,2,0,0,0,,
OMIM:150250,Larsen syndrome,snv_fora_do_painel,True,FLNB,22,21,0,0,0,,
OMIM:150400,"Tooth agenesis, selective, 4",snv_fora_do_painel,True,WNT10A,95,53,0,0,0,,
OMIM:150550,"Periodic fever, immunodeficiency, and thrombocytopenia syndrome",snv_fora_do_painel,True,WDR1,7,6,0,0,0,,
OMIM:150600,Legg-Calve-Perthes disease,snv_fora_do_painel,True,COL2A1,3,3,0,0,0,,
OMIM:150800,Hereditary leiomyomatosis and renal cell cancer,snv_fora_do_painel,True,FH,139,86,0,0,0,,
OMIM:151050,Lenz-Majewski hyperostotic dwarfism,snv_fora_do_painel,True,PTDSS1,6,6,0,0,0,,
OMIM:151100,Leopard syndrome 1,snv_fora_do_painel,True,PTPN11,59,59,0,0,0,,
OMIM:151210,"Platyspondylic lethal skeletal dysplasia, Torrance type",snv_fora_do_painel,True,COL2A1,7,6,0,0,0,,
OMIM:151600,"Nail disorder, nonsyndromic congenital, 3",snv_fora_do_painel,True,PLCD1,7,5,0,0,0,,
OMIM:151623,Li-Fraumeni syndrome,snv_fora_do_painel,True,TP53,352,254,0,0,0,,
OMIM:151660,"Lipodystrophy, familial partial, type 2",snv_fora_do_painel,True,LMNA,11,11,0,0,0,,
OMIM:151800,"Lipomatosis, multiple symmetric, with or without peripheral neuropathy",snv_fora_do_painel,True,MFN2,2,1,0,0,0,,
OMIM:152700,Systemic lupus erythematosus,snv_fora_do_painel,False,DNASE1;FCGR2A;FCGR2B;TREX1,20,11,0,0,0,,
OMIM:152950,"Microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development",snv_fora_do_painel,True,KIF11,82,47,0,0,0,,
OMIM:153100,Lymphatic malformation 1,snv_fora_do_painel,True,FLT4,21,19,0,0,0,,
OMIM:153300,Yellow nail syndrome,snv_fora_do_painel,True,CELSR1,1,1,0,0,0,,
OMIM:153400,Lymphedema-Distichiasis syndrome,snv_fora_do_painel,True,FOXC2,30,14,0,0,0,,
OMIM:153550,Chromosome 5q deletion syndrome,snv_fora_do_painel,True,RPS14,1,1,0,0,0,,
OMIM:153600,"Macroglobulinemia, Waldenstrom, somatic",sem_variante_patogenica,True,MYD88,0,0,0,0,0,,
OMIM:153670,"Bernard-Soulier syndrome, type A2, autosomal dominant",snv_fora_do_painel,True,GP1BA,27,19,0,0,0,,
OMIM:153700,"Macular dystrophy, vitelliform, 2",snv_fora_do_painel,True,BEST1,85,75,0,0,0,,
OMIM:153800,"Macular degeneration, age-related, 2",snv_fora_do_painel,False,ABCA4,154,140,0,0,0,,
OMIM:153870,"Macular dystrophy, concentric annular",snv_fora_do_painel,True,IMPG1,7,4,0,0,0,,
OMIM:154020,"Hypomagnesemia 2, renal",snv_fora_do_painel,True,FXYD2,1,1,0,0,0,,
OMIM:154400,"Acrofacial dysostosis 1, Nager type",snv_fora_do_painel,True,SF3B4,20,8,0,0,0,,
OMIM:154500,Treacher Collins syndrome 1,snv_fora_do_painel,True,TCOF1,180,52,0,0,0,,
OMIM:154700,Marfan syndrome,snv_fora_do_painel,True,FBN1,2813,1932,0,0,0,,
OMIM:154780,Marshall syndrome,snv_fora_do_painel,True,COL11A1,23,16,0,0,0,,
OMIM:154800,"Mastocytosis, cutaneous",snv_fora_do_painel,True,KIT,3,3,0,0,0,,
OMIM:155100,Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,snv_fora_do_painel,True,MYH9,42,33,0,0,0,,
OMIM:155240,"Thyroid carcinoma, familial medullary",snv_fora_do_painel,True,NTRK1;RET,28,27,0,0,0,,
OMIM:155255,MEDULLOBLASTOMA,alelo_patogenico_ensaiado,True,BRCA2;CTNNB1;ELP1;GPR161;PTCH2;SUFU,171,88,2,2,0,2,6085;6086
OMIM:155310,Visceral myopathy 1,snv_fora_do_painel,True,ACTG2,32,28,0,0,0,,
OMIM:155500,"Macrodactyly, somatic",snv_fora_do_painel,True,PIK3CA,1,1,0,0,0,,
OMIM:155600,"Melanoma, cutaneous malignant",snv_fora_do_painel,True,BRAF;STK11,14,10,0,0,0,,
OMIM:155601,"Melanoma, cutaneous malignant, susceptibility to, 2",snv_fora_do_painel,False,CDKN2A,18,14,0,0,0,,
OMIM:155755,Melanoma-Astrocytoma syndrome,snv_fora_do_painel,False,CDKN2A,28,21,0,0,0,,
OMIM:155950,"Melorheostosis, isolated",snv_fora_do_painel,True,MAP2K1,5,5,0,0,0,,
OMIM:156200,"Intellectual developmental disorder, autosomal dominant 1",snv_fora_do_painel,True,MBD5,96,41,0,0,0,,
OMIM:156240,"Mesothelioma, malignant",sem_variante_patogenica,True,BCL10;WT1,0,0,0,0,0,,
OMIM:156250,Metachondromatosis,snv_fora_do_painel,True,PTPN11,65,55,0,0,0,,
OMIM:156400,"Metaphyseal chondrodysplasia, Jansen type",snv_fora_do_painel,True,PTH1R,10,9,0,0,0,,
OMIM:156500,"Metaphyseal chondrodysplasia, Schmid type",snv_fora_do_painel,True,COL10A1,44,27,0,0,0,,
OMIM:156510,Metaphyseal dysplasia with maxillary hypoplasia and brachydactyly,snv_fora_do_painel,True,RUNX2,6,5,0,0,0,,
OMIM:156530,Metatropic dysplasia,snv_fora_do_painel,True,TRPV4,22,21,0,0,0,,
OMIM:156550,Kniest dysplasia,snv_fora_do_painel,True,COL2A1,19,14,0,0,0,,
OMIM:156610,"Skin creases, congenital symmetric circumferential, 1",snv_fora_do_painel,True,TUBB,6,6,0,0,0,,
OMIM:157170,Holoprosencephaly 2,snv_fora_do_painel,True,SIX3,17,11,0,0,0,,
OMIM:157300,"Migraine with or without aura, susceptibility to, 1",sem_variante_patogenica,False,EDNRA;ESR1;TNF,0,0,0,0,0,,
OMIM:157600,Mirror movements 1 and/or agenesis of the corpus callosum,snv_fora_do_painel,True,DCC;NTN1;RAD51,26,16,0,0,0,,
OMIM:157640,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 1",snv_fora_do_painel,True,POLG,72,54,0,0,0,,
OMIM:157800,Cardiospondylocarpofacial syndrome,snv_fora_do_painel,True,MAP3K7,7,4,0,0,0,,
OMIM:158000,Monilethrix,snv_fora_do_painel,True,KRT86,1,1,0,0,0,,
OMIM:158300,"Arthrogryposis, distal, type 7",snv_fora_do_painel,True,MYH8,2,2,0,0,0,,
OMIM:158310,"Mucoepithelial dysplasia, hereditary",snv_fora_do_painel,True,SREBF1,4,3,0,0,0,,
OMIM:158320,Muir-Torre syndrome,snv_fora_do_painel,True,MLH1;MSH2,142,80,0,0,0,,
OMIM:158330,Mullerian aplasia and hyperandrogenism,snv_fora_do_painel,True,WNT4,3,3,0,0,0,,
OMIM:158350,Cowden syndrome 1,snv_fora_do_painel,True,PTEN,389,237,0,0,0,,
OMIM:158580,"Neuronopathy, distal hereditary motor, type VIIA",snv_fora_do_painel,True,SLC5A7,10,6,0,0,0,,
OMIM:158590,"Neuronopathy, distal hereditary motor, type IIA",snv_fora_do_painel,True,HSPB8,4,3,0,0,0,,
OMIM:158600,"Spinal muscular atrophy, lower extremity-predominant, 1, autosomal dominant",snv_fora_do_painel,True,DYNC1H1,20,19,0,0,0,,
OMIM:158810,Bethlem myopathy 1A,snv_fora_do_painel,True,COL6A1,448,302,0,0,0,,
OMIM:158900,Facioscapulohumeral muscular dystrophy 1,snv_fora_do_painel,True,FRG1,1,1,0,0,0,,
OMIM:158901,Facioscapulohumeral muscular dystrophy 2,snv_fora_do_painel,True,SMCHD1,79,42,0,0,0,,
OMIM:159550,Ataxia-Pancytopenia syndrome,snv_fora_do_painel,True,SAMD9L,4,4,0,0,0,,
OMIM:159595,"Myeloproliferative syndrome, transient",sem_variante_patogenica,True,GATA1,0,0,0,0,0,,
OMIM:159900,"Dystonia-11, myoclonic",snv_fora_do_painel,True,SGCE,130,56,0,0,0,,
OMIM:159950,Spinal muscular atrophy with progressive myoclonic epilepsy,snv_fora_do_painel,True,ASAH1,20,17,0,0,0,,
OMIM:160120,"Episodic ataxia, type 1",snv_fora_do_painel,True,KCNA1,34,33,0,0,0,,
OMIM:160150,"Myopathy, centronuclear, autosomal dominant",snv_fora_do_painel,True,DNM2;MTMR14,14,13,0,0,0,,
OMIM:160500,"Myopathy, distal, 1",snv_fora_do_painel,True,MYH7,37,32,0,0,0,,
OMIM:160565,"Myopathy, tubular aggregate, 1",snv_fora_do_painel,True,STIM1,11,8,0,0,0,,
OMIM:160800,"Myotonia congenita, autosomal dominant",snv_fora_do_painel,True,CLCN1,286,196,0,0,0,,
OMIM:160900,Myotonic dystrophy 1,sem_snv,True,DMPK,171,0,0,0,0,,
OMIM:160980,"Carney complex, type 1",snv_fora_do_painel,True,PRKAR1A,75,35,0,0,0,,
OMIM:161000,Naegeli-Franceschetti-Jadassohn syndrome,snv_fora_do_painel,True,KRT14,2,1,0,0,0,,
OMIM:161050,"Nail disorder, nonsyndromic congenital, 1",snv_fora_do_painel,True,FZD6,6,5,0,0,0,,
OMIM:161200,Nail-Patella syndrome,snv_fora_do_painel,True,LMX1B,53,39,0,0,0,,
OMIM:161400,Narcolepsy 1,snv_fora_do_painel,True,HCRT,1,1,0,0,0,,
OMIM:161800,Nemaline myopathy 3,snv_fora_do_painel,True,ACTA1,160,147,0,0,0,,
OMIM:162000,"Tubulointerstitial kidney disease, autosomal dominant, 1",snv_fora_do_painel,True,UMOD,82,77,0,0,0,,
OMIM:162091,Schwannomatosis,snv_fora_do_painel,False,SMARCB1,10,6,0,0,0,,
OMIM:162100,"Amyotrophy, hereditary neuralgic",snv_fora_do_painel,True,SEPTIN9,3,3,0,0,0,,
OMIM:162200,"Neurofibromatosis, type 1",snv_fora_do_painel,True,NF1,4621,1751,0,0,0,,
OMIM:162210,"Neurofibromatosis, familial spinal",snv_fora_do_painel,True,NF1,117,74,0,0,0,,
OMIM:162300,"Multiple endocrine neoplasia, type IIB",snv_fora_do_painel,True,RET,19,17,0,0,0,,
OMIM:162350,"Ceroid lipofuscinosis, neuronal, 4B, autosomal dominant",snv_fora_do_painel,True,DNAJC5,4,2,0,0,0,,
OMIM:162400,"Neuropathy, hereditary sensory and autonomic, type IA",snv_fora_do_painel,True,SPTLC1,7,6,0,0,0,,
OMIM:162500,"Neuropathy, hereditary, with liability to pressure palsies",snv_fora_do_painel,True,PMP22,7,5,0,0,0,,
OMIM:162800,Cyclic neutropenia,snv_fora_do_painel,True,ELANE,54,47,0,0,0,,
OMIM:162830,"Neutrophilia, hereditary",snv_fora_do_painel,True,CSF3R,5,4,0,0,0,,
OMIM:162900,"Epidermal nevus, somatic",snv_fora_do_painel,True,FGFR3;HRAS;NRAS;PIK3CA,13,13,0,0,0,,
OMIM:163000,"Nevi flammei, familial multiple",snv_fora_do_painel,True,GNAQ,1,1,0,0,0,,
OMIM:163200,Schimmelpenning-Feuerstein-Mims syndrome,snv_fora_do_painel,True,HRAS;KRAS;NRAS,9,9,0,0,0,,
OMIM:163500,"Night blindness, congenital stationary, autosomal dominant 2",snv_fora_do_painel,True,PDE6B,10,5,0,0,0,,
